id,location_list,image1_block_planation,number_of_plants,planta_name_text,status,created_at,updated_at,plantation_type_id,submitted_by_id,location_lat,location_long,goverment_departmet_id,land_ownership_id,plantationArea,block_code_id,dict_code_id,gp_code_id
48631,"24.975429,75.834298,24.975786,75.834110,24.976149,75.834956,24.975690,75.835221",images/blockplantation/5995b5e3-6805-4732-a823-773431f8a7b2.jpg,200,"Amaltas: 30, Amrood: 10, Jamun: 10, JUNGLE JALEBI: 20, Seesam: 20, Neem: 10, Arjun: 10, Moringa: 10, Others: 80",FALSE,2024-09-11 09:58:40.217939+05:30,2024-09-11 09:58:40.217959+05:30,1,73965,24.9755692,75.8343656,13,2,0.3,0,0,0
48632,"27.384844,77.197415,27.384795,77.197314,27.384809,77.197313,27.384878,77.197367,27.384816,77.197433",images/blockplantation/3fb0f7c8-921c-4670-9abc-b9809c1281f4.jpg,293,Karanj: 293,FALSE,2024-09-11 10:00:04.761859+05:30,2024-09-11 10:00:04.761883+05:30,1,77553,27.3848354,77.1974055,2,7,4,0,0,0
48633,"27.551081,77.235088,27.550969,77.235305,27.551477,77.235575,27.551567,77.235591",images/blockplantation/f768845a-1f79-47c7-9a13-a28cf152155b.jpg,300,"Neem: 100, Amrood: 100, Amla: 100",FALSE,2024-09-11 10:00:08.031792+05:30,2024-09-11 10:00:08.031816+05:30,1,77631,27.5515733,77.2356383,2,12,1.5,0,0,0
48634,"27.409490,77.413110,27.409465,77.413138,27.409392,77.413067,27.409324,77.413015",images/blockplantation/8bd162e8-4213-4bb3-b828-7693b746bddd.jpg,450,Others: 450,FALSE,2024-09-11 10:33:53.867876+05:30,2024-09-11 10:33:53.867905+05:30,1,77599,27.4094647,77.4132863,2,7,0.5,810502,105,810502220
48635,"25.223832,76.075116,25.223785,76.075118,25.223734,76.075139,25.223668,76.075193",images/blockplantation/900d4c00-b5a0-47df-a55b-8d45a7bafc45.jpg,110,"Karanj: 40, Seesam: 40, Khejri: 30",FALSE,2024-09-11 10:37:25.935354+05:30,2024-09-11 10:37:25.935375+05:30,1,26844,25.2238985,76.0751615,13,7,0.2,812705,127,812705100
48636,"27.540413,77.231593,27.540549,77.231411,27.540475,77.231372,27.540432,77.231476",images/blockplantation/020657cf-8403-4cc0-bf43-1b4f9a1bbfb4.jpg,300,"Bael: 100, Ber: 100, Karanj: 100",FALSE,2024-09-11 10:46:11.631186+05:30,2024-09-11 10:46:11.631206+05:30,1,77623,27.540473,77.2315414,2,12,1,0,0,0
48637,"27.540447,77.231497,27.540379,77.231704,27.540371,77.231542,27.540657,77.231312",images/blockplantation/84f23c1b-daef-47f4-8b02-40853bac127e.jpg,450,"Harsingar: 100, Neem: 200, Safed Kikar: 100, Seesam: 50",FALSE,2024-09-11 10:50:23.740716+05:30,2024-09-11 10:50:23.740737+05:30,1,77623,27.540442,77.2315049,2,12,2,0,0,0
48638,"25.428625,76.266948,25.428574,76.267258,25.429177,76.267430,25.429241,76.267159",images/blockplantation/3c81a5d8-9ac9-4325-8e29-e880cde1806b.jpg,1435,"Amrood: 30, Ber: 10, Jamun: 10, Lemon: 30, Others: 1355",FALSE,2024-09-11 10:52:56.03408+05:30,2024-09-11 10:52:56.034101+05:30,1,23548,25.4286095,76.2669034,9,4,0.8,812705,127,812705310
48639,"27.557710,77.243435,27.557712,77.243427,27.557717,77.243417,27.557720,77.243416,27.557725,77.243410,27.557735,77.243399,27.557742,77.243390,27.557745,77.243383,27.557746,77.243375,27.557708,77.243346,27.557695,77.243331,27.557694,77.243319,27.557697,77.243302,27.557701,77.243290,27.557708,77.243277,27.557715,77.243263,27.557724,77.243248,27.557730,77.243233,27.557734,77.243224,27.557742,77.243209,27.557747,77.243196,27.557754,77.243184,27.557761,77.243168,27.557765,77.243163,27.557772,77.243155,27.557782,77.243147,27.557791,77.243135,27.557798,77.243128,27.557805,77.243122,27.557811,77.243117,27.557821,77.243115,27.557829,77.243112,27.557838,77.243109,27.557847,77.243103,27.557856,77.243099,27.557862,77.243094,27.557871,77.243087,27.557881,77.243078,27.557887,77.243069,27.557893,77.243061,27.557901,77.243051,27.557907,77.243046,27.557918,77.243044,27.557919,77.243040,27.557922,77.243031,27.557938,77.243012,27.557942,77.243005,27.557951,77.242993,27.557956,77.242986,27.557964,77.242973,27.557973,77.242964,27.557989,77.242959,27.557997,77.242955,27.558004,77.242953,27.558010,77.242947,27.558011,77.242932,27.558018,77.242884,27.558031,77.242882,27.558039,77.242879,27.558053,77.242865,27.558054,77.242875,27.558052,77.242878,27.558039,77.242887,27.558029,77.242892,27.558021,77.242895,27.558004,77.242901,27.557984,77.242901,27.557974,77.242899,27.557964,77.242900,27.557950,77.242903,27.557943,77.242906,27.557936,77.242913,27.557933,77.242920,27.557924,77.242933,27.557920,77.242948,27.557911,77.242964,27.557905,77.242963,27.557907,77.242954,27.557915,77.242926,27.557920,77.242914,27.557926,77.242904,27.557929,77.242894,27.557931,77.242886,27.557936,77.242874,27.557942,77.242863,27.557945,77.242854,27.557945,77.242854,27.557950,77.242839,27.557955,77.242833,27.557961,77.242827,27.557968,77.242821,27.557980,77.242799,27.557979,77.242778,27.557978,77.242760,27.557985,77.242743,27.557991,77.242729,27.557998,77.242714,27.558002,77.242704,27.558008,77.242687,27.558016,77.242677,27.558026,77.242661,27.558031,77.242653,27.558036,77.242637,27.558042,77.242618,27.558047,77.242606,27.558052,77.242593,27.558056,77.242582,27.558066,77.242562,27.558091,77.242586,27.558086,77.242616,27.558086,77.242627,27.558088,77.242643,27.558087,77.242654,27.558084,77.242663,27.558075,77.242676,27.558070,77.242685,27.558058,77.242695,27.558052,77.242701,27.558042,77.242712,27.558038,77.242717,27.558032,77.242727,27.558028,77.242733,27.558022,77.242742,27.558016,77.242753,27.558003,77.242765,27.557990,77.242765,27.557985,77.242752,27.557992,77.242741,27.558003,77.242735,27.558009,77.242731,27.558018,77.242725,27.558022,77.242720,27.558028,77.242713,27.558032,77.242707,27.558038,77.242696,27.558043,77.242685,27.558048,77.242678,27.558053,77.242666,27.558056,77.242659,27.558060,77.242653,27.558070,77.242638,27.558077,77.242626,27.558079,77.242616,27.558083,77.242604,27.558087,77.242592,27.558088,77.242581,27.558089,77.242573,27.558092,77.242561,27.558098,77.242551,27.558106,77.242538,27.558113,77.242528,27.558107,77.242498,27.558091,77.242495,27.558082,77.242500,27.558077,77.242506,27.558073,77.242514,27.558066,77.242528,27.558057,77.242539,27.558049,77.242547,27.558037,77.242556,27.558025,77.242568,27.558017,77.242580,27.558009,77.242591,27.558000,77.242602,27.557986,77.242612,27.557982,77.242597,27.557979,77.242582,27.557979,77.242567,27.557983,77.242551,27.557987,77.242535,27.557993,77.242514,27.558000,77.242499,27.558005,77.242486,27.558013,77.242466,27.558020,77.242451,27.558020,77.242441,27.558024,77.242427,27.558030,77.242415,27.558034,77.242404,27.558060,77.242363,27.558085,77.242355,27.558091,77.242352,27.558098,77.242346,27.558110,77.242337,27.558123,77.242330,27.558132,77.242326,27.558145,77.242317,27.558150,77.242312,27.558160,77.242302,27.558172,77.242292,27.558183,77.242281,27.558198,77.242263,27.558203,77.242256,27.558212,77.242246,27.558224,77.242229,27.558233,77.242218,27.558242,77.242203,27.558252,77.242195,27.558258,77.242189,27.558270,77.242176,27.558280,77.242167,27.558297,77.242158,27.558302,77.242155,27.558323,77.242150,27.558335,77.242151,27.558346,77.242153,27.558356,77.242153,27.558362,77.242154,27.558371,77.242154,27.558375,77.242153,27.558387,77.242153,27.558397,77.242153",images/blockplantation/1c046d91-a5aa-4acc-9b8f-0dbde96f37bb.jpg,200,Babool: 200,FALSE,2024-09-11 10:53:50.027683+05:30,2024-09-11 10:53:50.027703+05:30,1,77604,27.5585487,77.2420979,2,9,6,0,0,0
48640,"27.440358,77.398890,27.440090,77.398876,27.440149,77.398610,27.440401,77.398721",images/blockplantation/b3a11a6c-a884-46f4-a214-197aca19f9c3.jpg,100,Amla: 100,FALSE,2024-09-11 10:56:50.031238+05:30,2024-09-11 10:56:50.031273+05:30,1,77610,27.44038,77.3988748,2,11,0.01,810502,105,810502190
48641,"27.452550,77.392192,27.446185,77.393627,27.446185,77.393627,27.439557,77.400085",images/blockplantation/86062d77-d3ea-4ef8-bb64-6d1cbcc35f88.jpg,100,Amrood: 100,FALSE,2024-09-11 10:57:08.75844+05:30,2024-09-11 10:57:08.758461+05:30,1,77610,27.4525501,77.3921922,2,7,0.01,810502,105,810502310
48642,"27.440401,77.398659,27.440288,77.398966,27.440061,77.398911,27.440099,77.398582",images/blockplantation/050688ea-d1de-4343-a31c-acae3e20f936.jpg,100,Aak: 100,FALSE,2024-09-11 10:58:58.943001+05:30,2024-09-11 10:58:58.943022+05:30,1,77610,27.440411,77.3986824,2,7,0.01,810502,105,810502190
48643,"27.558521,77.242087,27.558524,77.242085,27.558530,77.242082,27.558535,77.242080,27.558543,77.242075,27.558552,77.242063,27.558561,77.242048,27.558567,77.242034,27.558571,77.242022,27.558574,77.242009,27.558577,77.241992,27.558586,77.241967,27.558588,77.241961,27.558590,77.241956,27.558595,77.241949,27.558599,77.241944,27.558618,77.241935,27.558619,77.241934,27.558620,77.241933,27.558624,77.241931,27.558626,77.241929,27.558631,77.241925,27.558640,77.241912,27.558643,77.241902,27.558648,77.241885,27.558651,77.241877,27.558654,77.241871,27.558659,77.241861,27.558666,77.241850,27.558705,77.241805,27.558705,77.241805,27.558705,77.241804,27.558706,77.241803,27.558708,77.241799,27.558710,77.241794,27.558716,77.241783,27.558720,77.241776,27.558722,77.241769,27.558723,77.241762,27.558726,77.241743,27.558726,77.241737,27.558727,77.241723,27.558727,77.241713,27.558728,77.241709,27.558730,77.241696,27.558732,77.241689,27.558733,77.241681,27.558734,77.241678,27.558736,77.241674,27.558740,77.241666,27.558744,77.241659,27.558744,77.241659,27.558749,77.241649,27.558750,77.241647,27.558754,77.241642,27.558759,77.241637,27.558760,77.241636,27.558766,77.241629,27.558768,77.241626,27.558771,77.241621,27.558772,77.241617,27.558775,77.241611,27.558779,77.241608,27.558786,77.241605,27.558787,77.241606,27.558792,77.241605,27.558799,77.241604,27.558807,77.241601,27.558813,77.241595,27.558819,77.241590,27.558819,77.241589,27.558826,77.241581,27.558828,77.241574,27.558832,77.241570,27.558834,77.241563,27.558836,77.241556,27.558838,77.241546,27.558839,77.241541,27.558839,77.241539,27.558841,77.241525,27.558841,77.241525,27.558841,77.241518,27.558844,77.241510,27.558848,77.241499,27.558848,77.241497,27.558853,77.241484,27.558853,77.241476,27.558850,77.241471,27.558850,77.241471,27.558843,77.241465,27.558838,77.241463,27.558832,77.241461,27.558830,77.241460,27.558822,77.241458,27.558815,77.241457,27.558806,77.241454,27.558806,77.241454,27.558801,77.241450,27.558794,77.241446,27.558792,77.241443,27.558786,77.241438,27.558779,77.241431,27.558776,77.241426,27.558771,77.241416,27.558768,77.241408,27.558768,77.241405,27.558766,77.241396,27.558765,77.241391,27.558764,77.241383,27.558762,77.241374,27.558763,77.241361,27.558768,77.241358,27.558768,77.241358,27.558775,77.241362,27.558779,77.241370,27.558782,77.241376,27.558787,77.241385,27.558795,77.241392",images/blockplantation/5df8f829-5f66-487b-8d6e-dd5ef947aafc.jpg,100,Neem: 100,FALSE,2024-09-11 10:59:31.895066+05:30,2024-09-11 10:59:31.895086+05:30,2,77604,27.5588251,77.2414179,2,12,0.5,0,0,0
48644,"27.542602,77.226771,27.542596,77.226760,27.542581,77.226750,27.542573,77.226762,27.542572,77.226771,27.542567,77.226781,27.542564,77.226787,27.542564,77.226788,27.542557,77.226781,27.542553,77.226779,27.542552,77.226779,27.542552,77.226778,27.542520,77.226802,27.542506,77.226808,27.542500,77.226807,27.542522,77.226810,27.542533,77.226797,27.542547,77.226780,27.542557,77.226770,27.542568,77.226766,27.542577,77.226765,27.542589,77.226766,27.542598,77.226775,27.542621,77.226811,27.542620,77.226823,27.542617,77.226829,27.542611,77.226841,27.542606,77.226848,27.542595,77.226854,27.542595,77.226927,27.542597,77.226907,27.542605,77.226896,27.542610,77.226890,27.542614,77.226888,27.542621,77.226885,27.542622,77.226884,27.542622,77.226883,27.542623,77.226881,27.542628,77.226876,27.542634,77.226870,27.542635,77.226865,27.542635,77.226855,27.542630,77.226845,27.542620,77.226847,27.542680,77.226860,27.542696,77.226853,27.542690,77.226848,27.542674,77.226837,27.542673,77.226834,27.542674,77.226833,27.542673,77.226840,27.542664,77.226843,27.542614,77.226845,27.542552,77.226837,27.542543,77.226836,27.542535,77.226838,27.542533,77.226842,27.542533,77.226850,27.542532,77.226854,27.542540,77.226861,27.542540,77.226859,27.542547,77.226849,27.542552,77.226846,27.542558,77.226842,27.542560,77.226840,27.542561,77.226837,27.542563,77.226827,27.542565,77.226823,27.542558,77.226815,27.542552,77.226800,27.542547,77.226787,27.542546,77.226780,27.542562,77.226790,27.542565,77.226791,27.542572,77.226797,27.542577,77.226808,27.542583,77.226815,27.542588,77.226820,27.542590,77.226832,27.542589,77.226839,27.542586,77.226854,27.542580,77.226869,27.542573,77.226877,27.542571,77.226881,27.542573,77.226889,27.542576,77.226892,27.542581,77.226891,27.542583,77.226893,27.542588,77.226895,27.542592,77.226894,27.542600,77.226906,27.542599,77.226897,27.542599,77.226888,27.542601,77.226881,27.542606,77.226868,27.542621,77.226845,27.542628,77.226824,27.542625,77.226816,27.542620,77.226814,27.542618,77.226819,27.542621,77.226822,27.542621,77.226825,27.542622,77.226827,27.542625,77.226832,27.542627,77.226838,27.542628,77.226844,27.542627,77.226848,27.542619,77.226854,27.542613,77.226857,27.542605,77.226859,27.542602,77.226862,27.542603,77.226861,27.542586,77.226883,27.542571,77.226926,27.542572,77.226940,27.542575,77.226935,27.542577,77.226926,27.542569,77.226916,27.542562,77.226910,27.542556,77.226905,27.542541,77.226892,27.542536,77.226888,27.542526,77.226880,27.542517,77.226870,27.542515,77.226868,27.542508,77.226863,27.542499,77.226859,27.542491,77.226854,27.542482,77.226848,27.542474,77.226841,27.542467,77.226838,27.542458,77.226835,27.542446,77.226828,27.542438,77.226818,27.542436,77.226811,27.542430,77.226798,27.542423,77.226785,27.542419,77.226777,27.542415,77.226770,27.542410,77.226762,27.542406,77.226758,27.542401,77.226750,27.542394,77.226743,27.542387,77.226739,27.542377,77.226734,27.542366,77.226729,27.542358,77.226730,27.542348,77.226729,27.542322,77.226727,27.542308,77.226726,27.542293,77.226722,27.542283,77.226719,27.542275,77.226715,27.542264,77.226711,27.542249,77.226707,27.542243,77.226705,27.542235,77.226702,27.542230,77.226702,27.542230,77.226707,27.542234,77.226716,27.542262,77.226713,27.542271,77.226714,27.542278,77.226715,27.542291,77.226721,27.542298,77.226725,27.542305,77.226730,27.542316,77.226735,27.542330,77.226739,27.542343,77.226744,27.542352,77.226750,27.542365,77.226755,27.542378,77.226760,27.542389,77.226764,27.542399,77.226766,27.542407,77.226769,27.542413,77.226772,27.542421,77.226779,27.542428,77.226785,27.542443,77.226791,27.542460,77.226797,27.542472,77.226805,27.542483,77.226817,27.542487,77.226828,27.542495,77.226838,27.542503,77.226851,27.542512,77.226862,27.542527,77.226874,27.542542,77.226886,27.542558,77.226894,27.542567,77.226902,27.542574,77.226911,27.542586,77.226917,27.542607,77.226910,27.542613,77.226887,27.542613,77.226876,27.542605,77.226850,27.542603,77.226838,27.542584,77.226803,27.542578,77.226795,27.542582,77.226799,27.542587,77.226803,27.542585,77.226806,27.542566,77.226802,27.542573,77.226797,27.542576,77.226796,27.542582,77.226797,27.542588,77.226805,27.542588,77.226812,27.542580,77.226823,27.542573,77.226836,27.542564,77.226864,27.542564,77.226888,27.542565,77.226901,27.542566,77.226892,27.542583,77.226884,27.542612,77.226854,27.542628,77.226839,27.542651,77.226829,27.542657,77.226828,27.542622,77.226833,27.542623,77.226835,27.542620,77.226842,27.542615,77.226849",images/blockplantation/bb67a800-f73f-4907-94aa-b77c39a6e686.jpg,200,Others: 200,FALSE,2024-09-11 10:59:49.042856+05:30,2024-09-11 10:59:49.042876+05:30,1,77612,27.542162,77.2256062,2,7,0.5,810502,105,810502290
48645,"27.440100,77.398566,27.440393,77.398701,27.440285,77.398983,27.440048,77.398912",images/blockplantation/9b9bfdc6-f20e-4334-82c9-a7985da29f8e.jpg,100,Amrood: 100,FALSE,2024-09-11 11:01:02.31486+05:30,2024-09-11 11:01:02.31488+05:30,1,77610,27.440177,77.3986335,2,7,0.01,810502,105,810502190
48646,"27.440039,77.398907,27.440123,77.398515,27.440471,77.398695,27.440285,77.398979",images/blockplantation/21953e08-c830-46b4-a318-53ba4d70dc9e.jpg,100,Babool: 100,FALSE,2024-09-11 11:03:33.002278+05:30,2024-09-11 11:03:33.002298+05:30,1,77610,27.440308,77.3990318,2,7,0.01,810502,105,810502190
48647,"27.440284,77.398994,27.440043,77.398906,27.440147,77.398491,27.440443,77.398688",images/blockplantation/449419fe-0025-42ee-86eb-6ab74e455667.jpg,100,Bael: 100,FALSE,2024-09-11 11:06:22.873393+05:30,2024-09-11 11:06:22.873414+05:30,1,77610,27.4403834,77.3986547,2,7,0.01,810502,105,810502190
48648,"27.440431,77.398634,27.440117,77.398531,27.440053,77.398904,27.440266,77.398949",images/blockplantation/38d2a2a2-0b78-4b13-a5b5-21c23b71b2e0.jpg,100,Harsingar: 100,FALSE,2024-09-11 11:08:43.060808+05:30,2024-09-11 11:08:43.060828+05:30,1,77610,27.4403706,77.3988808,2,7,0.01,810502,105,810502190
48649,"27.558908,77.241427,27.558913,77.241426,27.558909,77.241425,27.558910,77.241423,27.558910,77.241423,27.558910,77.241421,27.558909,77.241419,27.558910,77.241412,27.558913,77.241405,27.558916,77.241401,27.558923,77.241391,27.558928,77.241383,27.558931,77.241381,27.558935,77.241374,27.558940,77.241366,27.558941,77.241363,27.558946,77.241355,27.558950,77.241343,27.558951,77.241340,27.558956,77.241329,27.558962,77.241317,27.558963,77.241315,27.558968,77.241305,27.558974,77.241288,27.558974,77.241287,27.558977,77.241280,27.558979,77.241276,27.558983,77.241270,27.558988,77.241264,27.558988,77.241264,27.558996,77.241256,27.559004,77.241250,27.559009,77.241248,27.559017,77.241246,27.559029,77.241245,27.559032,77.241245,27.559041,77.241244,27.559053,77.241241,27.559070,77.241239,27.559072,77.241238,27.559078,77.241237,27.559091,77.241237,27.559094,77.241237,27.559108,77.241235,27.559116,77.241233,27.559123,77.241231,27.559132,77.241227,27.559137,77.241225,27.559143,77.241223,27.559151,77.241220,27.559159,77.241218,27.559163,77.241217,27.559171,77.241216,27.559180,77.241213,27.559183,77.241212,27.559195,77.241206,27.559207,77.241202,27.559214,77.241201,27.559220,77.241201,27.559229,77.241200,27.559233,77.241199,27.559241,77.241199,27.559254,77.241200,27.559254,77.241200,27.559269,77.241199,27.559276,77.241199,27.559283,77.241198,27.559289,77.241199,27.559296,77.241198,27.559305,77.241198,27.559314,77.241197,27.559315,77.241197,27.559323,77.241196,27.559328,77.241195,27.559341,77.241191,27.559345,77.241191,27.559345,77.241191,27.559352,77.241189,27.559360,77.241187,27.559371,77.241186,27.559399,77.241186,27.559409,77.241187,27.559409,77.241187,27.559420,77.241180,27.559427,77.241177,27.559431,77.241175,27.559431,77.241175,27.559439,77.241174,27.559439,77.241174,27.559451,77.241171,27.559463,77.241167,27.559476,77.241162,27.559484,77.241157,27.559486,77.241156,27.559492,77.241151,27.559501,77.241144,27.559501,77.241144,27.559516,77.241136",images/blockplantation/9b022da3-d6fe-4e70-94a8-fa328382e377.jpg,100,Peepal: 100,FALSE,2024-09-11 11:09:02.162765+05:30,2024-09-11 11:09:02.162787+05:30,2,77604,27.5587695,77.2414786,2,12,0.4,0,0,0
48650,"27.542586,77.226906,27.542582,77.226904,27.542580,77.226903,27.542588,77.226885,27.542589,77.226845,27.542593,77.226825,27.542594,77.226821,27.542593,77.226810,27.542591,77.226800,27.542590,77.226795,27.542591,77.226786,27.542592,77.226783,27.542595,77.226775,27.542596,77.226773,27.542588,77.226766,27.542583,77.226759,27.542587,77.226751,27.542589,77.226750,27.542592,77.226748,27.542592,77.226751,27.542592,77.226752,27.542602,77.226770,27.542579,77.226778,27.542572,77.226774,27.542561,77.226763,27.542558,77.226755,27.542557,77.226749,27.542558,77.226746,27.542557,77.226745,27.542560,77.226744,27.542559,77.226742,27.542556,77.226738,27.542555,77.226736,27.542553,77.226729,27.542549,77.226723,27.542546,77.226714,27.542546,77.226708,27.542553,77.226703,27.542561,77.226693,27.542563,77.226692,27.542563,77.226693,27.542603,77.226697,27.542613,77.226696,27.542619,77.226698,27.542618,77.226702,27.542614,77.226712,27.542613,77.226716,27.542584,77.226777,27.542581,77.226769,27.542589,77.226766,27.542600,77.226764,27.542628,77.226749,27.542662,77.226730,27.542689,77.226746,27.542719,77.226782,27.542724,77.226800,27.542723,77.226799,27.542719,77.226808,27.542717,77.226823,27.542700,77.226831,27.542672,77.226841,27.542655,77.226843,27.542645,77.226838,27.542642,77.226810,27.542639,77.226799,27.542640,77.226797,27.542644,77.226787,27.542642,77.226774,27.542643,77.226768,27.542636,77.226768,27.542625,77.226765,27.542618,77.226772,27.542609,77.226789,27.542606,77.226784,27.542593,77.226771,27.542592,77.226766,27.542585,77.226765,27.542583,77.226761,27.542573,77.226746,27.542571,77.226737,27.542571,77.226729,27.542573,77.226723,27.542575,77.226713,27.542568,77.226718,27.542564,77.226717,27.542562,77.226714,27.542556,77.226708,27.542552,77.226708,27.542543,77.226717,27.542531,77.226738,27.542526,77.226747,27.542515,77.226738,27.542507,77.226738,27.542496,77.226753,27.542496,77.226760,27.542498,77.226779,27.542496,77.226781,27.542498,77.226800,27.542487,77.226803,27.542483,77.226790,27.542485,77.226800,27.542479,77.226797,27.542480,77.226801,27.542486,77.226797,27.542495,77.226796,27.542501,77.226804,27.542504,77.226806,27.542496,77.226810,27.542491,77.226811,27.542499,77.226805,27.542504,77.226810,27.542499,77.226826,27.542497,77.226835,27.542502,77.226835,27.542502,77.226864,27.542502,77.226871,27.542499,77.226864,27.542493,77.226854,27.542493,77.226837,27.542495,77.226850,27.542480,77.226853,27.542476,77.226856,27.542471,77.226875,27.542463,77.226895,27.542467,77.226949,27.542461,77.226970,27.542457,77.226970,27.542461,77.226966,27.542464,77.226964,27.542469,77.226957,27.542473,77.226955,27.542461,77.226951,27.542445,77.226927,27.542439,77.226921,27.542424,77.226910,27.542416,77.226908,27.542390,77.226918,27.542386,77.226924,27.542413,77.226898,27.542410,77.226893,27.542392,77.226934,27.542375,77.226965,27.542362,77.226984,27.542367,77.226972,27.542372,77.226948,27.542379,77.226927,27.542377,77.226908,27.542385,77.226901,27.542392,77.226909,27.542405,77.226899,27.542408,77.226891,27.542430,77.226870,27.542434,77.226853,27.542455,77.226839,27.542465,77.226843,27.542466,77.226856,27.542465,77.226859,27.542469,77.226864,27.542481,77.226855,27.542487,77.226849,27.542487,77.226866,27.542482,77.226870,27.542476,77.226878,27.542471,77.226865,27.542479,77.226848,27.542478,77.226856,27.542483,77.226849,27.542488,77.226841,27.542494,77.226831,27.542505,77.226826,27.542527,77.226809,27.542538,77.226794,27.542561,77.226801,27.542561,77.226795,27.542557,77.226779,27.542543,77.226774,27.542543,77.226782,27.542544,77.226775,27.542546,77.226781,27.542542,77.226738,27.542539,77.226717,27.542527,77.226694,27.542527,77.226693,27.542506,77.226682,27.542493,77.226671,27.542488,77.226669,27.542481,77.226664,27.542470,77.226665,27.542471,77.226666,27.542472,77.226648,27.542476,77.226657,27.542485,77.226668,27.542479,77.226684,27.542472,77.226687,27.542468,77.226691,27.542447,77.226668,27.542413,77.226684,27.542397,77.226687,27.542383,77.226687,27.542393,77.226708,27.542388,77.226732,27.542394,77.226739,27.542396,77.226726,27.542390,77.226725,27.542398,77.226734,27.542392,77.226730,27.542390,77.226731,27.542384,77.226770,27.542383,77.226781,27.542374,77.226771,27.542376,77.226782,27.542396,77.226785,27.542379,77.226798,27.542373,77.226785,27.542387,77.226785,27.542386,77.226781,27.542386,77.226775,27.542392,77.226791,27.542411,77.226765,27.542410,77.226779,27.542436,77.226750,27.542413,77.226753,27.542382,77.226751,27.542372,77.226754,27.542356,77.226727,27.542358,77.226705,27.542348,77.226686,27.542360,77.226697,27.542370,77.226698,27.542377,77.226696,27.542346,77.226699,27.542349,77.226697,27.542351,77.226692,27.542358,77.226666,27.542343,77.226669,27.542346,77.226669,27.542327,77.226676,27.542328,77.226663,27.542356,77.226654,27.542380,77.226630,27.542399,77.226636,27.542396,77.226655,27.542386,77.226636,27.542363,77.226652,27.542337,77.226696,27.542364,77.226688,27.542385,77.226715,27.542413,77.226755,27.542447,77.226791,27.542445,77.226836,27.542457,77.226838,27.542498,77.226834,27.542484,77.226821,27.542474,77.226824,27.542467,77.226801,27.542446,77.226756,27.542447,77.226741,27.542451,77.226739,27.542466,77.226724,27.542443,77.226803,27.542408,77.226823,27.542379,77.226801,27.542378,77.226775,27.542407,77.226823,27.542444,77.226814,27.542456,77.226794,27.542444,77.226761,27.542431,77.226729,27.542417,77.226723,27.542394,77.226686,27.542367,77.226627,27.542293,77.226460,27.542285,77.226421,27.542285,77.226421,27.542282,77.226411,27.542282,77.226413,27.542282,77.226413",images/blockplantation/a0f91188-d3d7-4f8c-bc7d-fafed0ddd7d3.jpg,250,Others: 250,FALSE,2024-09-11 11:10:40.089895+05:30,2024-09-11 11:10:40.089915+05:30,1,77612,27.542547,77.2269092,2,9,1,810502,105,810502290
48651,"27.440302,77.398922,27.440098,77.398779,27.440123,77.398498,27.440449,77.398701",images/blockplantation/e103db8e-b3d9-4cb7-8be8-089fd43330d8.jpg,100,Imli: 100,FALSE,2024-09-11 11:11:46.724774+05:30,2024-09-11 11:11:46.724793+05:30,1,77610,27.4403553,77.3986751,2,4,0.01,810502,105,810502190
48652,"28.184669,75.637792,28.184659,75.637796,28.184659,75.637796,28.184639,75.637846",images/blockplantation/d7568526-2f77-4003-84da-e4b370c97841.jpg,529,"Jamun: 100, Arjun: 100, Karanj: 100, Neem: 229",FALSE,2024-09-11 11:12:48.659368+05:30,2024-09-11 11:12:48.659407+05:30,1,33033,28.1846356,75.6378457,13,2,0.1,810303,103,810303110
48653,"27.440475,77.398662,27.440296,77.399002,27.440069,77.398873,27.440136,77.398597",images/blockplantation/57560a44-4627-4ffc-977b-02328026d686.jpg,100,Karanj: 100,FALSE,2024-09-11 11:14:30.112216+05:30,2024-09-11 11:14:30.112236+05:30,1,77610,27.4401351,77.3985966,2,11,0.01,810502,105,810502190
